title,authors,language_code,num_pages,category
Slider,Patrick Robinson,en-US,416.0,large
U.S.S. Seawolf (Admiral Arnold Morgan  #4),Patrick Robinson,eng,496.0,large
Menace Invisible (Admiral Arnold Morgan  #3),Patrick Robinson,fre,384.0,medium
True Blue: The Oxford Boat Race Mutiny,Daniel Topolski/Patrick Robinson,en-US,320.0,medium
A Picture Book of Anne Frank,David A. Adler/Karen Ritz,en-US,32.0,short
Who Was Anne Frank?,Ann Abramson/Nancy Harrison,eng,103.0,short
Enslaved by Ducks,Bob Tarte,eng,308.0,medium
Ice Castles,Leonore Fleischer,eng,220.0,medium
Marching Powder: A True Story of Friendship  Cocaine  and South America's Strangest Jail,Rusty Young/Thomas McFadden,eng,400.0,medium
Marching Powder,Rusty Young,eng,371.0,medium
Nations and Nationalism since 1780: Programme  Myth  Reality,Eric Hobsbawm,eng,214.0,medium
Interesting Times: A Twentieth-Century Life,Eric Hobsbawm,eng,448.0,large
Industry and Empire: The Birth of the Industrial Revolution,Eric Hobsbawm/Chris Wrigley,eng,411.0,large
The Communist Manifesto,Karl Marx/Friedrich Engels/Eric Hobsbawm,eng,88.0,short
On the Edge of the New Century,Eric Hobsbawm/Allan Cameron/Antonio Polito,eng,192.0,short
The Age of Extremes: The Short Twentieth Century  1914-1991,Eric Hobsbawm,eng,638.0,large
Echoes of the Marseillaise: Two Centuries Look Back on the French Revolution,Eric Hobsbawm,eng,168.0,short
Winter Is the Warmest Season,Lauren Stringer,eng,40.0,short
Winter (Four Seasons  #4),Núria Roca/Rosa María Curto,eng,36.0,short
It's Winter,Linda Glaser/Glaser Linda/Susan Swan,eng,32.0,short
Winter Season: A Dancer's Journal,Toni Bentley,en-US,168.0,short
Twilight of the Idols/The Anti-Christ,Friedrich Nietzsche/Michael Tanner,en-GB,208.0,medium
Practical DV Filmmaking,Russell Evans,en-US,408.0,large
Diana Vreeland,Eleanor Dwight,eng,320.0,medium
Inventive Paris clothes: 1909-1939 - a photographic essay,Diana Vreeland/Irving Penn,eng,95.0,short
Brown V. Board of Education: A Civil Rights Milestone and Its Troubled Legacy,James T. Patterson,eng,320.0,medium
Henry V,William Shakespeare/Stephen Orgel/A.R. Braunmuller/Claire McEachern,eng,121.0,short
Hegemony and Socialist Strategy: Towards a Radical Democratic Politics,Ernesto Laclau/Chantal Mouffe,eng,200.0,short
On Populist Reason,Ernesto Laclau,eng,276.0,medium
Contingency  Hegemony  Universality: Contemporary Dialogues on the Left,Judith Butler/Ernesto Laclau/Slavoj Žižek,eng,329.0,medium
The Meaning of Life,Terry Eagleton,en-GB,187.0,short
Sweet Violence: The Idea of the Tragic,Terry Eagleton,eng,348.0,medium
The English Novel: An Introduction,Terry Eagleton,eng,376.0,medium
MySQL Cookbook,Paul DuBois,en-US,980.0,large
High Performance MySQL: Optimization  Backups  Replication & Load Balancing,Jeremy D. Zawodny/Derek J. Balling,eng,304.0,medium
Not Without My Daughter,Betty Mahmoody,eng,528.0,large
Aman: The Story of a Somali Girl,Virginia Lee Barnes,eng,368.0,medium
Amanda's Story (The Girls of Lighthouse Lane #4),Thomas Kinkade/Erika Tamar,eng,208.0,medium
Lizabeth's Story (The Girls of Lighthouse Lane #3),Thomas Kinkade/Erika Tamar,eng,192.0,short
Kids Are Worth It!: Giving Your Child the Gift of Inner Discipline,Barbara Coloroso,en-US,352.0,medium
Creating a Life Worth Living,Carol Lloyd,eng,336.0,medium
Happy Endings: Finishing the Edges of Your Quilts,Mimi Dietrich,en-US,80.0,short
Unspeakable Truths and Happy Endings: Human Cruelty and the New Trauma Therapy,Rebecca Coffey,en-US,226.0,medium
Year's Happy Ending,Betty Neels,eng,216.0,medium
Trail of Tears: The Rise and Fall of the Cherokee Nation,John Ehle,eng,424.0,large
The Trail of Tears,Joseph Bruchac/Diana Magnuson,eng,48.0,short
Are You Afraid of the Dark?,Sidney Sheldon,eng,401.0,large
Nothing Lasts Forever,Sidney Sheldon,eng,384.0,medium
Rage of Angels,Sidney Sheldon,eng,512.0,large
He Sees You When You're Sleeping,Mary Higgins Clark/Carol Higgins Clark,en-US,230.0,medium
My Gal Sunday,Mary Higgins Clark,en-US,206.0,medium
We'll Meet Again,Mary Higgins Clark,eng,234.0,medium
All Through the Night,Mary Higgins Clark,en-US,256.0,medium
The Night Awakens: A Mystery Writers of America Anthology,Mary Higgins Clark/Angela Zeman/Noreen Ayres/Sally Cabot Gunning/Joseph Hansen/Sarah Shankman/Nancy Pickard/Eleanor Taylor Bland/Brendan DuBois/Edward D. Hoch/Loren D. Estleman,en-US,303.0,medium
Where Are the Children?,Mary Higgins Clark,eng,304.0,medium
The Second Time Around,Mary Higgins Clark,eng,373.0,medium
You Belong To Me,Mary Higgins Clark,en-US,384.0,medium
Stowaway and Milk Run: Two Unabridged Stories From Mary Higgins Clark,Mary Higgins Clark/Jan Maxwell,eng,0.0,short
The Christmas Thief (Regan Reilly Mysteries  #9),Mary Higgins Clark/Carol Higgins Clark,eng,253.0,medium
Kitchen Privileges: A Memoir,Mary Higgins Clark,eng,208.0,medium
I'll Be Seeing You,Mary Higgins Clark,eng,307.0,medium
Mount Vernon Love Story: A Novel of George and Martha Washington,Mary Higgins Clark,eng,254.0,medium
Inventing the People: The Rise of Popular Sovereignty in England and America,Edmund S. Morgan,eng,320.0,medium
Benjamin Franklin,Edmund S. Morgan,eng,352.0,medium
American Slavery  American Freedom,Edmund S. Morgan,eng,464.0,large
The Puritan Dilemma: The Story of John Winthrop,Edmund S. Morgan,eng,210.0,medium
Thomas Jefferson: Author of America,Christopher Hitchens,eng,188.0,short
No One Left to Lie to: The Values of the Worst Family,Christopher Hitchens,eng,150.0,short
The Missionary Position: Mother Teresa in Theory and Practice,Christopher Hitchens,eng,98.0,short
Unacknowledged Legislation: Writers in the Public Sphere,Christopher Hitchens,eng,430.0,large
For the Sake of Argument: Essays and Minority Reports,Christopher Hitchens,en-GB,368.0,medium
The Trial of Henry Kissinger,Christopher Hitchens,eng,161.0,short
A Long Short War: The Postponed Liberation of Iraq,Christopher Hitchens,en-US,112.0,short
Blaming the Victims: Spurious Scholarship and the Palestinian Question,Edward W. Said/Christopher Hitchens,eng,296.0,medium
Unacknowledged Legislation: Writers in the Public Sphere,Christopher Hitchens,en-US,432.0,large
1968: War and Democracy,Eugene J. McCarthy/Christopher Hitchens,eng,246.0,medium
Orwell in Spain: The Full Text of Homage to Catalonia  with Associated Articles  Reviews and Letters from the Complete Works of George Orwell,George Orwell/Christopher Hitchens,eng,416.0,large
Prepared for the Worst: Selected Essays and Minority Reports,Christopher Hitchens,eng,365.0,medium
Hons and Rebels,Jessica Mitford/Christopher Hitchens,eng,284.0,medium
Alles ist erleuchtet,Jonathan Safran Foer/Dirk van Gunsteren,ger,384.0,medium
How to Be Lost,Amanda Eyre Ward,en-US,290.0,medium
The Complete Stories of Theodore Sturgeon  Volume 7: A Saucer of Loneliness,Theodore Sturgeon/Paul Williams/Kurt Vonnegut Jr.,eng,400.0,medium
Surviving Justice: America's Wrongfully Convicted and Exonerated,Scott Turow/Lola Vollen/Dave Eggers,eng,489.0,large
McSweeney's #14,Dave Eggers,eng,306.0,medium
The Best of McSweeney's  Vol. 2,Dave Eggers,en-US,384.0,medium
Une oeuvre déchirante d'un génie renversant,Dave Eggers/Michelle Herpe-Volinsky,fre,536.0,large
The Tenants of Moonbloom,Edward Lewis Wallant/Dave Eggers,en-US,264.0,medium
McSweeney's #18,Dave Eggers,eng,200.0,short
McSweeney's #19,Dave Eggers/T. Coraghessan Boyle/Adam Golaski/Sean Casey/Brendan Connell,en-GB,250.0,medium
McSweeney's #11,Dave Eggers/A.G. Pasquella/Brent Hoff/Stephen Elliott/Daphne Beal/Denis Johnson/Tom Bissell/Sean Warren/Samantha Hunt/Robert Olmstead/T. Coraghessan Boyle/David Means/Doug Dorst/Joyce Carol Oates/McSweeney's Publishing,eng,293.0,medium
Forty Stories,Donald Barthelme,eng,246.0,medium
A Tramp Abroad,Mark Twain/Dave Eggers,eng,400.0,medium
Flores en el ático,V.C. Andrews/Jesús Pardo,spa,480.0,large
Black Cat (Gemini  #2),V.C. Andrews,eng,375.0,medium
Shooting Stars (Shooting Stars  #1-4),V.C. Andrews,en-US,656.0,large
Scattered Leaves (Early Spring  #2),V.C. Andrews,en-US,416.0,large
Rose (Shooting Stars  #3),V.C. Andrews,eng,185.0,short
Ice (Shooting Stars  #2),V.C. Andrews,en-US,208.0,medium
Into the Woods (De Beers  #4),V.C. Andrews,eng,464.0,large
Ruby (Landry  #1),V.C. Andrews,eng,402.0,large
Criss Cross,Lynne Rae Perkins,en-US,337.0,medium
The Criss Cross,Crystal Lacey Winslow,en-US,360.0,medium
Honey (Shooting Stars  #4),V.C. Andrews,eng,180.0,short
Raven (Orphans  #4),V.C. Andrews,eng,192.0,short
Fulgor oculto (Landry  #3),V.C. Andrews/Elisa Cerdan,spa,400.0,medium
Hidden Leaves (De Beers  #5),V.C. Andrews,en-US,288.0,medium
Music in the Night (Logan  #4),V.C. Andrews,eng,320.0,medium
Runaways (Orphans  #5),V.C. Andrews,eng,342.0,medium
Child of Darkness (Gemini  #3),V.C. Andrews,eng,400.0,medium
Die Flucht der Waisen (Die Orphan-Saga  #5),V.C. Andrews/Susanne Althoetmar-Smarczyk,ger,349.0,medium
Dornen des Glücks (Das Erbe von Foxworth Hall  #3),V.C. Andrews/Michael Görden,ger,412.0,large
Harry Potter and the Philosopher's Stone (Harry Potter  #1),J.K. Rowling,gla,250.0,medium
Harry Potter and the Goblet of Fire (Harry Potter  #4),J.K. Rowling,eng,636.0,large
Sun-Kissed (The Au Pairs #3),Melissa de la Cruz,eng,306.0,medium
Crazy Hot (The Au Pairs  #4),Melissa de la Cruz,eng,271.0,medium
The Au Pairs (The Au Pairs #1),Melissa de la Cruz,eng,294.0,medium
Wooden: A Lifetime of Observations and Reflections On and Off the Court,John Wooden/Steve Jamison,eng,201.0,medium
The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories,Robert Louis Stevenson/Jenny Davidson,eng,320.0,medium
The Once and Future King (The Once and Future King  #1-4),T.H. White,eng,639.0,large
Rose of No Man's Land,Michelle Tea,eng,320.0,medium
The Roses of No Man's Land,Lyn Macdonald,eng,320.0,medium
The Quitter,Harvey Pekar/Dean Haspiel,en-US,104.0,short
The Best American Comics 2006,Harvey Pekar/Anne Elizabeth Moore/Esther Pearl Watson/Lilli Carré/Robert Crumb/Chris Ware/Kim Deitch/Jaime Hernández/Alison Bechdel/Joe Sacco/Lynda Barry/Justin Hall/Joel Priddy/Anders Nilsen/David Lasky/Ben Katchor/Rebecca Dart/Ivan Brunetti/Jonathan   Bennett/John Porcellino/David Heatley/Lloyd Dangle/Hob/Gilbert Shelton/Olivia Schanzer/Alex Robinson/Jessica Abel/Seth Tobocman/Rick Geary/Tom Hart/Kurt Wolfgang/Jesse Reklaw,eng,293.0,medium
The New American Splendor Anthology: From Off the Streets of Cleveland,Harvey Pekar,eng,300.0,medium
American Splendor: Another Day,Harvey Pekar/Ty Templeton/Eddie Campbell/Hilary Barta,en-US,136.0,short
Face Off: How to Draw Amazing Caricatures & Comic Portraits,Harry Hamernik,eng,127.0,short
David Boring,Daniel Clowes,spa,128.0,short
Lout Rampage!,Daniel Clowes,eng,96.0,short
The Campfire Collection: Spine-tingling Tales to Tell in the Dark,Eric B. Martin/George R. Stewart/Peter Matthiessen/Robert W. Service/Judith M. Brueske/Anthony Boucher/Tobias Wolff/John Long/Frank Norris/Beryl Bainbridge/Greg Child/Marc Reisner/Haruki Murakami/Jack London/Edgar Allan Poe/Paul Bowles/Larry Kanuit,en-US,176.0,short
The People of Paper,Salvador Plascencia,eng,256.0,medium
The Gunslinger's Bride (Montana Mavericks: Historicals #1),Cheryl St. John,eng,304.0,medium
Two Brothers: The Lawman / The Gunslinger (Two Brothers  #1-2),Linda Lael Miller,eng,393.0,medium
The Gunslinger (Two Brothers  #2),Linda Lael Miller,eng,179.0,short
The Gunslinger,Mary McBride,eng,304.0,medium
Gunslinger and Nine Other Action-Packed Stories of the Wild West,Ed Gorman/Bill Pronzini,eng,131.0,short
Leadership and the One Minute Manager: Increasing Effectiveness Through Situational Leadership,Kenneth H. Blanchard/Drea Zigarmi/Patricia Zigarmi,en-US,111.0,short
Atlantic Shift,Emily Barr,eng,406.0,large
Water for Elephants,Sara Gruen,eng,335.0,medium
Something Borrowed,Rebecca Hagan Lee,eng,282.0,medium
Double-Cross (Athena Force #4),Meredith Fletcher,eng,304.0,medium
McNally's Alibi (Archy McNally Novels),Vincent Lardo/Lawrence Sanders,eng,304.0,medium
McNally's Puzzle (Archy McNally  #6),Lawrence Sanders,eng,343.0,medium
McNally's Caper (Archy McNally  #4),Lawrence Sanders,eng,352.0,medium
The First Deadly Sin (Deadly Sins  #2),Lawrence Sanders,eng,628.0,large
First Deadly Sin,Lawrence Sanders,eng,17.0,short
The Anderson Tapes (Deadly Sins #1),Lawrence Sanders,eng,336.0,medium
A Garden Of Vipers (Carson Ryder  #3),Jack Kerley,en-US,400.0,medium
The Death Collectors (Carson Ryder  #2),Jack Kerley,eng,400.0,medium
The Master,Colm Tóibín,eng,339.0,medium
The South,Colm Tóibín,eng,240.0,medium
The Blackwater Lightship,Colm Tóibín,eng,288.0,medium
The Sign of the Cross: Travels in Catholic Europe,Colm Tóibín,eng,243.0,medium
Through the Arc of the Rain Forest,Karen Tei Yamashita,eng,212.0,medium
Tropic of Orange,Karen Tei Yamashita,eng,268.0,medium
Structure and Interpretation of Computer Programs (MIT Electrical Engineering and Computer Science),Harold Abelson/Gerald Jay Sussman/Julie Sussman,en-US,657.0,large
Crooked Little Vein,Warren Ellis,en-US,288.0,medium
Fell,Warren Ellis/Ben Templesmith,eng,128.0,short
Hellblazer: Setting Sun,Warren Ellis/Frank Teran/Tim Bradstreet/Javier Pulido/James Romberger/Marcelo Frusín,en-GB,96.0,short
NextWave: Agents of H.A.T.E.  Vol. 1: This is What They Want,Warren Ellis/Stuart Immonen/Wade Von Grawbadger/Dave McCaig,eng,144.0,short
Desolation Jones: Made in England,Warren Ellis/J.H. Williams III,eng,144.0,short
Iron Man: Extremis,Warren Ellis/Adi Granov,eng,160.0,short
The Authority  Vol. 2: Under New Management,Warren Ellis/Mark Millar/Bryan Hitch/Frank Quitely,eng,200.0,short
Azumanga Daioh  Vol. 3 (Azumanga Daioh  #3),Kiyohiko Azuma/あずま きよひこ,eng,166.0,short
The Queen of the Damned (The Vampire Chronicles  #3),Anne Rice,eng,448.0,large
La regina dei dannati,Anne Rice/Roberta Rambelli,ita,507.0,large
Interview with the Vampire (The Vampire Chronicles  #1),Anne Rice,eng,342.0,medium
Cántico de sangre (Crónicas Vampíricas  #10),Anne Rice/Camila Batlles,spa,416.0,large
Vampire Chronicles: Interview with the Vampire  The Vampire Lestat  The Queen of the Damned (Anne Rice),Anne Rice/Robert O'Keefe/F. Murray Abraham/Michael York/Kate Nelligan/David Purdham,eng,9.0,short
Merrick (The Vampire Chronicles #7),Anne Rice,eng,370.0,medium
La reina de los condenados (Crónicas Vampíricas  #3),Anne Rice,spa,725.0,large
The Vampire Companion,Katherine Ramsland/Anne Rice,en-US,608.0,large
The Feast of All Saints,Anne Rice,en-US,570.0,large
Exit to Eden,Anne Rampling/Anne Rice,eng,336.0,medium
Anne Rice's The Vampire Lestat: A Graphic Novel,Faye Perozich/Anne Rice/John Bolton/Daerick Gröss,eng,404.0,large
Entrevista con el vampiro (Crónicas vampíricas  #1),Anne Rice/Marcelo Covián,spa,463.0,large
The Vampire Lestat (The Vampire Chronicles  #2),Anne Rice,eng,481.0,large
El Mesías: El niño judío,Anne Rice/Luis Murillo,spa,352.0,medium
Anne Rice Value Collection: Mayfair Witches (Lives of the Mayfair Witches #1-3),Anne Rice/Joe Morton/Tim Curry/Lindsay Crouse,eng,10.0,short
Merrick (Crónicas Vampíricas  #7),Anne Rice,spa,414.0,large
Vittorio the Vampire (New Tales of the Vampires  #2),Anne Rice,eng,292.0,medium
The Feast Of All Saints,Anne Rice,eng,640.0,large
The Unauthorized Anne Rice Companion,George Beahm,eng,246.0,medium
When Christ and His Saints Slept  (Henry II and Eleanor of Aquitaine  #1),Sharon Kay Penman,eng,784.0,large
The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams and Reaching Your Destiny,Robin S. Sharma,eng,208.0,medium
The Monk Who Sold His Ferrari: A Fable about Fulfilling Your Dreams and Reaching Your Destiny (Revised),Robin S. Sharma,eng,241.0,medium
Phantom (Sword of Truth  #10),Terry Goodkind,eng,587.0,large
The Sword of Truth  Boxed Set I: Wizard's First Rule  Blood of the Fold  Stone of Tears (Sword of Truth  #1-3),Terry Goodkind,en-US,2480.0,large
Wizard's First Rule (Sword of Truth  #1),Terry Goodkind,eng,836.0,large
Naked Empire (Sword of Truth  #8),Terry Goodkind,eng,736.0,large
Legends 2 (Legends 1  Volume 2of3),Robert Silverberg/Terry Goodkind/George R.R. Martin/Anne McCaffrey,eng,379.0,medium
Naked Empire (Sword of Truth  #8),Terry Goodkind,en-GB,685.0,large
The Wood Boy / The Burning Man,Raymond E. Feist/Tad Williams/Mat Broome/Robin Gillespie/Sean J. Jordan/Brett Booth,eng,144.0,short
The King's Buccaneer (Krondor's Sons  #2),Raymond E. Feist,en-GB,465.0,large
Magician: Apprentice Volume 1  (Raymond E. Feist's Magician: Apprentice #1),Raymond E. Feist/Michael Avon Oeming/Bryan J.L. Glass/Ryan Stegman,eng,168.0,short
Magician (The Riftwar Saga  #1-2),Raymond E. Feist,en-US,568.0,large
Faerie Tale,Raymond E. Feist,eng,490.0,large
Promise Me (Myron Bolitar  #8),Harlan Coben,eng,504.0,large
The Final Detail (Myron Bolitar  #6),Harlan Coben,eng,344.0,medium
The Innocent,Harlan Coben,eng,503.0,large
No Second Chance,Harlan Coben,eng,452.0,large
Darkest Fear (Myron Bolitar  #7),Harlan Coben,eng,354.0,medium
Gone for Good,Harlan Coben,eng,432.0,large
Drop Shot (Myron Bolitar  #2),Harlan Coben/Martine Leconte,eng,341.0,medium
Tell No One,Harlan Coben,eng,370.0,medium
The Aeneid: A New Prose Translation,Virgil/David   West,eng,353.0,medium
The Complete Odes and Epodes,Horace/David   West,eng,200.0,short
Object Thinking,David      West,eng,334.0,medium
Left Foot Forward: A Year in the Life of a Journeyman Footballer,Garry Nelson,eng,375.0,medium
Apologia Pro Vita Sua (A Defense of One's Life),John Henry Newman,eng,336.0,medium
Margherita Dolce Vita,Stefano Benni/Antony Shugaar,en-US,208.0,medium
Living La Dolce Vita: Bring the Passion  Laughter  and Serenity of Italy Into Your Daily Life,Raeleen D'Agostino Mautner,eng,272.0,medium
The Letters of Vita Sackville-West and Virginia Woolf,Louise DeSalvo/Mitchell Alexander Leaska/Vita Sackville-West/Virginia Woolf,eng,480.0,large
Vita,Melania G. Mazzucco/Virginia Jewiss,eng,433.0,large
The Church in Emerging Culture: Five Perspectives,Leonard Sweet/Brian D. McLaren/Erwin Raphael McManus/Michael S. Horton/Frederica Matthewes-Green/Andy Crouch,eng,272.0,medium
A History of the World in 10½  Chapters,Julian Barnes,eng,320.0,medium
Life Is a Caravanserai,Emine Sevgi Özdamar/Luise von Flotow,eng,270.0,medium
True Evil,Greg Iles,eng,512.0,large
The Quiet Game (Penn Cage #1),Greg Iles,eng,580.0,large
Trapped (Mississippi #2),Greg Iles,en-US,434.0,large
The Footprints of God,Greg Iles,eng,528.0,large
Dead Sleep,Greg Iles,eng,452.0,large
Small Island,Andrea Levy,eng,441.0,large
Never Far From Nowhere,Andrea Levy,eng,282.0,medium
Shield of Thunder (Troy  #2),David Gemmell/Željko Petrović,eng,480.0,large
Shield of Thunder (Troy  #2),David Gemmell,ale,512.0,large
Historia de una Gaviota y del Gato Que le Enseñó a Volar,Luis Sepúlveda/Chris Sheban,spa,128.0,short
Full Circle: A South American Journey,Luis Sepúlveda/Chris Andrews,eng,192.0,short
Looking East,Steve McCurry,eng,124.0,short
Masters of Small Worlds: Yeoman Households  Gender Relations  and the Political Culture of the Antebellum South Carolina Low Country,Stephanie McCurry,eng,344.0,medium
Borges and The Eternal Orangutans,Luis Fernando Verissimo/Margaret Jull Costa,eng,135.0,short
A Universal History of Iniquity,Jorge Luis Borges/Andrew Hurley,eng,128.0,short
Jorge Luis Borges,Nextext/McDougal Publishing Staff,spa,223.0,medium
